Title,Genre,RunningTime,Grade,ReleaseDate,Sales,Audiences,Screens,Plays,MajorNationality,Nationality,Agency,MovieID,Sparkline
끝까지 간다,"액션,스릴러,범죄",111,15세 이상 관람가,2014-05-29,27007303900,3450305,645,84875,한국,한국,(주)쇼박스,20130442,0
나는 전설이다,"SF,드라마,액션",97,12세 이상 관람가,2007-12-12,15166253000,2322318,447,37992,미국,미국,워너브러더스 코리아(주),20070550,0
"나니아 연대기-사자,마녀 그리고 옷장","가족,어드벤처,판타지",139,전체 관람가,2005-12-29,9409604700,1546914,261,23325,미국,미국,브에나비스타인터내셔널코리아,20050338,0
나니아 연대기: 새벽 출정호의 항해,"판타지,가족,어드벤처",112,전체 관람가,2010-12-08,10889884000,1140201,493,32481,미국,미국,이십세기폭스코리아(주),20101213,0
나니아 연대기:캐스피언 왕자,"어드벤처,가족,판타지",145,전체 관람가,2008-05-15,9236619000,1468903,604,43010,미국,"미국,영국",한국소니픽쳐스릴리징브에나비스타영화㈜,20080479,0
나를 찾아줘,스릴러,149,청소년 관람불가,2014-10-23,14017716731,1764233,689,50846,미국,미국,이십세기폭스코리아(주),20140425,0
나비효과,드라마,113,15세 이상 관람가,2004-11-17,6259548500,957116,108,16973,미국,미국,(주)쇼박스,20040700,0
나우 유 씨 미 : 마술사기단,"범죄,액션,스릴러",115,12세 이상 관람가,2013-08-22,19146691869,2718227,691,54658,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,20138881,0
나우 유 씨 미 2,"범죄,액션",129,12세 이상 관람가,2016-07-13,25116690113,3100113,1200,56981,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,20150203,0
나의 PS 파트너,"멜로/로맨스,코미디",114,청소년 관람불가,2012-12-06,13548606616,1786831,552,37625,한국,한국,씨제이이앤엠(주),20124936,0
나의 사랑 나의 신부,"멜로/로맨스,코미디",111,15세 이상 관람가,2014-10-08,16636404305,2141155,629,69681,한국,한국,씨네그루(주)다우기술,20147930,0
나잇&데이,"액션,코미디",109,15세 이상 관람가,2010-06-24,16777869600,2243484,494,54797,미국,미국,이십세기폭스코리아(주),20100310,0
남극일기,스릴러,114,12세 이상 관람가,2005-05-19,5478113500,871235,244,18655,한국,한국,(주)쇼박스,20050046,0
남자가 사랑할 때,"멜로/로맨스,드라마",120,15세 이상 관람가,2014-01-22,14510222300,1979311,531,41123,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20137043,0
내 남자의 로맨스,드라마,112,12세 이상 관람가,2004-07-16,4895975500,765720,102,9658,한국,한국,씨제이엔터테인먼트,20040585,0
내 머리 속의 지우개,멜로/로맨스,117,12세 이상 관람가,2004-11-05,11919939500,1885827,206,29532,한국,한국,씨제이엔터테인먼트,20040673,0
내 사랑 내 곁에,"드라마,멜로/로맨스",121,12세 이상 관람가,2009-09-24,15584755500,2135509,478,65168,한국,한국,씨제이엔터테인먼트,20090329,0
내 생애 가장 아름다운 일주일,멜로/로맨스,129,12세 이상 관람가,2005-10-07,14710541000,2290709,296,41056,한국,한국,씨제이엔터테인먼트,20050232,0
내 아내의 모든 것,"코미디,멜로/로맨스",121,15세 이상 관람가,2012-05-17,34223620500,4598821,563,91773,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20113554,0
내 여자친구를 소개합니다,"멜로/로맨스,드라마",118,12세 이상 관람가,2004-06-03,8329341500,1298666,185,19289,한국,한국,"씨제이엔터테인먼트,아이러브시네마",20040568,0
내가 살인범이다,"액션,스릴러",119,청소년 관람불가,2012-11-08,20392266000,2729798,547,58409,한국,한국,(주)쇼박스,20124075,0
내부자들,"범죄,드라마",130,청소년 관람불가,2015-11-19,56465665657,7055332,1129,152265,한국,한국,(주)쇼박스,20149314,0
내부자들: 디 오리지널,"범죄,드라마",181,청소년 관람불가,2015-12-31,15742927260,1924720,838,45697,한국,한국,(주)쇼박스,20150025,0
내셔널 트레져,액션,130,12세 이상 관람가,2004-12-31,6615977000,1029385,145,15222,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20040755,0
내셔널 트레져:비밀의 책,"액션,어드벤처",124,12세 이상 관람가,2007-12-19,7773860000,1201673,365,20490,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20070549,0
너는 내 운명,멜로/로맨스,121,15세 이상 관람가,2005-09-23,17653752500,2701230,306,46667,한국,한국,씨제이엔터테인먼트,20050239,0
너의 이름은.,"애니메이션,드라마,멜로/로맨스",106,12세 이상 관람가,2017-01-04,29387215856,3651886,947,81027,일본,일본,메가박스(주)플러스엠,20161872,0
노아,"어드벤처,드라마,판타지",140,15세 이상 관람가,2014-03-20,15514373500,2026594,952,56722,미국,미국,씨제이이앤엠(주),20133602,0
노잉,"SF,액션,미스터리,드라마",121,12세 이상 관람가,2009-04-16,6873827000,1047062,394,31259,미국,미국,(주)넥스트엔터테인먼트월드(NEW),20090206,0
논스톱,액션,106,15세 이상 관람가,2014-02-27,16066549940,2084482,582,58217,미국,"미국,프랑스",(주)넥스트엔터테인먼트월드(NEW),20147299,0
누구나 비밀은 있다,"코미디,멜로/로맨스",105,15세 이상 관람가,2004-07-30,3529353500,542955,88,7650,한국,한국,(주)시네마서비스,20040624,0
눈에는 눈 이에는 이,"범죄,스릴러,액션",101,15세 이상 관람가,2008-07-31,13410811500,2058616,445,46474,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20080968,0
뉴 문,"판타지,드라마,멜로/로맨스",130,12세 이상 관람가,2009-12-02,13851280000,1930895,545,46508,미국,미국,(주)넥스트엔터테인먼트월드(NEW),20090828,0
늑대소년,"멜로/로맨스,드라마,판타지",124,15세 이상 관람가,2012-10-31,46590107000,6654390,854,109069,한국,한국,씨제이이앤엠(주),20124054,0
늑대의 유혹,드라마,113,12세 이상 관람가,2004-07-22,8025959500,1297296,123,12777,한국,한국,(주)쇼박스,20040576,0
닌자 어쌔신,"액션,드라마,범죄",98,청소년 관람불가,2009-11-26,10120033000,1329403,308,36980,미국,미국,워너브러더스 코리아(주),20090678,0
"님아, 그 강을 건너지 마오",다큐멘터리,86,전체 관람가,2014-11-27,29845829479,3846378,806,67170,한국,한국,"CGV아트하우스,(주)대명문화공장",20141111,0
님은 먼 곳에,"드라마,전쟁",126,15세 이상 관람가,2008-07-24,11205439000,1706037,499,36555,한국,"한국,태국",(주)쇼박스,20080764,0
다빈치 코드,"미스터리,스릴러",147,12세 이상 관람가,2006-05-18,18873057800,3022936,514,42856,미국,미국,소니픽쳐스릴리징코리아,20060117,0
다이 하드 4 : 죽어도 산다,액션,128,12세 이상 관람가,2007-07-17,20622308900,3176937,528,47011,미국,미국,이십세기폭스필름코퍼레이션,20070060,0
다이하드: 굿 데이 투 다이,"액션,범죄,스릴러",96,15세 이상 관람가,2013-02-06,10825703000,1438056,459,33055,미국,미국,이십세기폭스코리아(주),20123387,0
다크 나이트,"범죄,드라마,액션,미스터리",152,15세 이상 관람가,2008-08-06,26878184500,4060490,462,63561,미국,미국,워너브러더스 코리아(주),20081056,0
다크 나이트 라이즈,"액션,범죄,스릴러",164,15세 이상 관람가,2012-07-19,47644838000,6396528,1210,81254,미국,"미국,영국",워너브러더스 코리아(주),20112703,0
닥터 스트레인지,"액션,어드벤처,판타지",115,12세 이상 관람가,2016-10-26,47481830396,5446239,1503,162856,미국,미국,월트디즈니컴퍼니코리아(주),20163181,0
"달마야, 서울 가자",코미디,101,12세 이상 관람가,2004-07-09,4469579500,703507,128,10918,한국,한국,(주)시네마서비스,20040595,0
"달콤, 살벌한 연인","스릴러,멜로/로맨스",110,15세 이상 관람가,2006-04-06,13426707100,2077590,246,38034,한국,한국,씨제이엔터테인먼트,20060068,0
달콤한 인생,액션,120,15세 이상 관람가,2005-04-01,7230710500,1112277,265,30655,한국,한국,씨제이엔터테인먼트,20050017,0
"당신, 거기 있어줄래요","판타지,드라마",111,12세 이상 관람가,2016-12-14,8999085248,1124815,767,39181,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20152371,0
대호,사극,139,12세 이상 관람가,2015-12-16,12104808332,1584168,892,39599,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20145171,0
댄서의 순정,드라마,110,12세 이상 관람가,2005-04-28,11674131000,1856759,240,36482,한국,한국,쇼이스트(주),20050077,0
댄싱퀸,"코미디,드라마",124,12세 이상 관람가,2012-01-18,30130775500,4058225,544,80987,한국,한국,씨제이이앤엠(주),20113743,0
더 게임,스릴러,116,15세 이상 관람가,2008-01-30,9807963501,1479859,338,31877,한국,한국,프라임 엔터테인먼트,20071675,0
더 웹툰: 예고살인,"공포(호러),스릴러",104,15세 이상 관람가,2013-06-27,8537683070,1201457,541,35931,한국,한국,씨제이이앤엠(주),20129114,0
더 킹,"범죄,드라마",134,15세 이상 관람가,2017-01-18,43484363535,5316015,1310,107955,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20151229,0
더 테러 라이브,"범죄,기타",98,15세 이상 관람가,2013-07-31,39869706381,5584139,809,93488,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20136052,0
더 폰,"스릴러,액션",114,15세 이상 관람가,2015-10-22,12309164568,1593694,794,53599,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20157464,0
덕혜옹주,"사극,드라마",127,12세 이상 관람가,2016-08-03,44393828109,5599229,964,97312,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20150979,0
데드풀,"액션,SF",108,청소년 관람불가,2016-02-17,27595618651,3317196,1036,82521,미국,미국,이십세기폭스코리아(주),20153781,0
데이지,멜로/로맨스,110,12세 이상 관람가,2006-03-09,5754065300,911420,299,23767,한국,"한국,네덜란드,홍콩",(주)쇼박스,20050350,0
도가니,드라마,125,청소년 관람불가,2011-09-22,35566854800,4662822,756,88337,한국,한국,씨제이이앤엠(주),20112534,0
도둑들,"액션,범죄",135,15세 이상 관람가,2012-07-25,93664808500,12983178,1091,155392,한국,"한국,홍콩",(주)쇼박스,20124034,0
도리를 찾아서,"애니메이션,어드벤처,코미디",103,전체 관람가,2016-07-06,20703899933,2601734,1091,55110,미국,미국,월트디즈니컴퍼니코리아(주),20159058,0
돈 텔 파파,코미디,102,12세 이상 관람가,2004-09-03,3481025000,558745,81,10664,한국,한국,씨제이엔터테인먼트,20040659,0
돈의 맛,드라마,115,청소년 관람불가,2012-05-17,8780178611,1166018,643,36922,한국,"한국,필리핀","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",20124064,0
동주,드라마,111,12세 이상 관람가,2016-02-17,8889077089,1172641,543,39958,한국,한국,메가박스(주)플러스엠,20158482,0
두근두근 내 인생,드라마,117,12세 이상 관람가,2014-09-03,12291081634,1624601,629,40158,한국,한국,씨제이이앤엠(주),20134594,0
드라큘라: 전설의 시작,"판타지,액션",92,15세 이상 관람가,2014-10-08,10607703908,1321751,477,46483,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20141261,0
드래곤 길들이기,"애니메이션,코미디,어드벤처,가족",98,전체 관람가,2010-05-20,27040606000,2562412,563,57264,미국,미국,씨제이엔터테인먼트,20100190,0
드래곤 길들이기 2,"애니메이션,액션,어드벤처",102,전체 관람가,2014-07-23,23979935189,3000056,829,51924,미국,미국,씨제이이앤엠(주),20131248,0
디스트릭트 9,"SF,액션,스릴러,드라마,코미디",112,청소년 관람불가,2009-10-15,6420372500,841125,316,33794,미국,"미국,뉴질랜드",한국소니픽쳐스릴리징브에나비스타영화㈜,20090579,0
디워,"액션,판타지",90,12세 이상 관람가,2007-08-01,49339934700,7855441,622,96434,한국,한국,(주)쇼박스,20070316,0
라디오 스타,드라마,115,12세 이상 관람가,2006-09-28,9860721500,1590666,244,38926,한국,한국,(주)시네마서비스,20060284,0
라따뚜이,"애니메이션,드라마,코미디,가족",115,전체 관람가,2007-07-25,6342436400,1025205,261,18365,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20070264,0
라라랜드,"드라마,뮤지컬,멜로/로맨스",128,12세 이상 관람가,2016-12-07,19996139232,2385108,727,56408,미국,미국,판씨네마(주),20167904,0
라스트 갓파더,코미디,103,12세 이상 관람가,2010-12-29,14558299500,1998059,547,38175,한국,"한국,미국",씨제이엔터테인먼트,20101209,0
라스트 에어벤더,"액션,가족,판타지,어드벤처",103,전체 관람가,2010-08-19,13854892500,1371164,399,32416,미국,미국,씨제이엔터테인먼트,20100767,0
라이트 아웃,공포(호러),81,15세 이상 관람가,2016-08-24,8893059975,1111284,659,34444,미국,미국,워너브러더스 코리아(주),20163217,0
라이프 오브 파이,"어드벤처,드라마",126,전체 관람가,2013-01-01,15812506500,1588373,392,32722,미국,미국,이십세기폭스코리아(주),20128386,0
라푼젤,"애니메이션,코미디,멜로/로맨스,가족",100,전체 관람가,2011-02-10,10161464800,1011163,328,22107,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20101395,0
러브픽션,"멜로/로맨스,코미디",121,15세 이상 관람가,2012-02-29,13200412500,1726202,617,44130,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20113916,0
럭키,코미디,112,15세 이상 관람가,2016-10-13,56444461256,6975290,1234,155977,한국,한국,(주)쇼박스,20153444,0
런닝맨,"액션,코미디",127,15세 이상 관람가,2013-04-04,10060239500,1422844,567,45995,한국,"한국,미국",이십세기폭스코리아(주),20126671,0
레드: 더 레전드,"액션,코미디,범죄",115,15세 이상 관람가,2013-07-18,21511371970,3004649,739,55733,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,20136962,0
레미제라블,드라마,158,12세 이상 관람가,2012-12-19,43086739000,5920520,696,82593,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20128274,0
레버넌트: 죽음에서 돌아온 자,"어드벤처,드라마",156,15세 이상 관람가,2016-01-14,16107360130,2007188,967,55063,미국,미국,이십세기폭스코리아(주),20154001,0
레지던트 이블 4: 끝나지 않은 전쟁 3D,"공포(호러),스릴러,액션",96,청소년 관람불가,2010-09-16,14533948000,1190008,337,37849,독일,"독일,미국,영국",한국소니픽쳐스릴리징브에나비스타영화㈜,20100811,0
령,공포(호러),98,12세 이상 관람가,2004-06-17,3554937000,558807,74,8781,한국,한국,(주)쇼박스,20040571,0
로맨틱 홀리데이,"코미디,멜로/로맨스",135,15세 이상 관람가,2006-12-14,6377839500,1017603,249,18292,미국,미국,UIP코리아,20060348,0
로빈 후드,"액션,드라마,사극",140,15세 이상 관람가,2010-05-13,11560588500,1570681,544,41953,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20090951,0
루시,액션,89,청소년 관람불가,2014-09-03,16468076039,1974893,641,44585,미국,"미국,프랑스",유니버설픽쳐스인터내셔널 코리아(유),20135656,0
리얼 스틸,"액션,드라마,SF",127,12세 이상 관람가,2011-10-12,26566677000,3579666,603,87650,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20112173,0
마다가스카,"애니메이션,코미디,어드벤처",86,전체 관람가,2005-07-14,8655327500,1391221,298,30109,미국,미국,씨제이엔터테인먼트,20050140,0
마다가스카 2,"애니메이션,어드벤처,가족,액션",89,전체 관람가,2009-01-08,7541491500,1230469,381,34346,미국,미국,씨제이엔터테인먼트,20081791,0
마다가스카3 : 이번엔 서커스다!,"애니메이션,어드벤처,코미디",93,전체 관람가,2012-06-06,12521043500,1629799,564,34150,미국,미국,씨제이이앤엠(주),20124136,0
마다가스카의 펭귄,"애니메이션,코미디,어드벤처,가족",92,전체 관람가,2014-12-31,11450482159,1512340,615,27171,미국,미국,씨제이이앤엠(주),20149859,0
마당을 나온 암탉,애니메이션,93,전체 관람가,2011-07-28,14668226000,2201273,363,39224,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20110279,0
마더,드라마,128,청소년 관람불가,2009-05-28,19967362500,2979213,642,71401,한국,한국,씨제이엔터테인먼트,20090248,0
마루 밑 아리에티,애니메이션,94,전체 관람가,2010-09-09,7649985500,1065967,337,29804,일본,일본,씨제이엔터테인먼트,20100810,0
마린보이,"액션,스릴러,범죄",118,15세 이상 관람가,2009-02-05,5503176500,827647,340,26345,한국,한국,씨제이엔터테인먼트,20080870,0
마션,"액션,어드벤처,SF",142,12세 이상 관람가,2015-10-08,39663145295,4880800,1132,114183,미국,미국,이십세기폭스코리아(주),20151383,0
마스터,"액션,범죄",143,15세 이상 관람가,2016-12-21,39784641065,4935320,1501,70786,한국,한국,씨제이이앤엠(주),20161725,0
마음이...,드라마,97,전체 관람가,2006-10-26,4639479300,817893,239,24140,한국,한국,(주)쇼박스,20060279,0
마이 웨이,"전쟁,액션,드라마",137,15세 이상 관람가,2011-12-21,11813839000,1586042,645,29481,한국,한국,"에스케이플래닛(주),씨제이이앤엠(주)",20110295,0
마이 파더,"드라마,가족",105,15세 이상 관람가,2007-09-06,5641848000,901055,342,31444,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20070381,0
마이펫의 이중생활,"애니메이션,코미디,가족",91,전체 관람가,2016-08-03,19406436655,2520670,726,39653,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20156082,0
마파도,코미디,107,12세 이상 관람가,2005-03-10,16751202503,2636857,178,49473,한국,한국,씨제이엔터테인먼트,20040778,0
마파도2,코미디,129,12세 이상 관람가,2007-01-18,8362778700,1407141,340,30784,한국,한국,씨제이엔터테인먼트,20060407,0
만남의 광장,코미디,107,12세 이상 관람가,2007-08-15,7819284000,1211528,256,28301,한국,한국,(주)쇼박스,20070089,0
만추,멜로/로맨스,113,15세 이상 관람가,2011-02-17,6313817000,845845,444,25590,한국,"한국,미국,홍콩",씨제이엔터테인먼트,19820019,0
말레피센트,"액션,어드벤처,드라마",97,12세 이상 관람가,2014-05-29,10776965900,1397526,554,38894,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),20148383,0
말아톤,드라마,117,전체 관람가,2005-01-27,26284943000,4196840,238,59493,한국,한국,(주)쇼박스,20040785,0
말죽거리 잔혹사,"액션,멜로/로맨스",115,12세 이상 관람가,2004-01-16,3837152000,604969,40,5513,한국,한국,씨제이엔터테인먼트,20030433,0
맘마미아!,"멜로/로맨스,뮤지컬",108,12세 이상 관람가,2008-09-03,29571255750,4552475,451,111024,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20081169,0
매드 맥스: 분노의 도로,"액션,어드벤처,스릴러",120,15세 이상 관람가,2015-05-14,32912842162,3843343,799,98824,미국,"미국,호주",워너브러더스 코리아(주),20144741,0
맨 오브 스틸,SF,142,12세 이상 관람가,2013-06-13,17092964063,2182227,998,55514,미국,미국,워너브러더스 코리아(주),20137961,0
맨 인 블랙 3,"액션,코미디,SF",106,12세 이상 관람가,2012-05-24,27301520070,3379762,770,69538,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20113885,0
맨발의 기봉이,"드라마,코미디,가족",100,전체 관람가,2006-04-26,12239242400,2005180,271,39975,한국,한국,(주)쇼박스,20060005,0
메가마인드,애니메이션,95,전체 관람가,2011-01-13,8688842000,875631,414,22905,미국,미국,씨제이엔터테인먼트,20102421,0
메리다와 마법의 숲,애니메이션,102,전체 관람가,2012-09-27,9024766000,1231024,479,22087,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20127634,0
메이즈 러너,"액션,미스터리,SF,스릴러",113,12세 이상 관람가,2014-09-18,21489367677,2812427,655,71048,미국,미국,이십세기폭스코리아(주),20140431,0
메이즈 러너: 스코치 트라이얼,"액션,SF,스릴러",132,12세 이상 관람가,2015-09-16,21596946349,2744413,804,58725,미국,미국,이십세기폭스코리아(주),20150622,0
명량,"사극,액션",128,15세 이상 관람가,2014-07-30,135748398910,17613682,1587,188611,한국,한국,씨제이이앤엠(주),20129370,0
모범시민,"스릴러,드라마,범죄,액션",107,15세 이상 관람가,2009-12-10,5854620000,796799,312,24341,미국,미국,(주)시너지하우스 (시너지),20090826,0
몬스터 하우스,"공포(호러),코미디,애니메이션",90,전체 관람가,2006-08-10,6554794000,1051552,192,17501,미국,미국,소니픽쳐스릴리징코리아,20060197,0
몬스터 호텔 2,애니메이션,89,전체 관람가,2015-12-24,7029012585,962770,686,12388,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20154242,0
못말리는 결혼,코미디,116,15세 이상 관람가,2007-05-10,7712339500,1188326,299,34518,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20070151,0
몽정기2,코미디,101,12세 이상 관람가,2005-01-14,5110555000,813164,147,15130,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20040774,0
몽타주,스릴러,119,15세 이상 관람가,2013-05-16,15002458500,2095592,544,53195,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20122784,0
무극,"멜로/로맨스,액션,판타지",101,12세 이상 관람가,2006-01-26,4308635500,685561,190,15084,중국,중국,쇼이스트(주),20050359,0
무방비도시,"범죄,액션",112,15세 이상 관람가,2008-01-10,10591149500,1600856,336,38306,한국,한국,씨제이엔터테인먼트,20071064,0
무적자,"드라마,액션",124,15세 이상 관람가,2010-09-16,11629780500,1546132,412,46186,한국,"한국,홍콩,일본,태국",씨제이엔터테인먼트,20100833,0
뮌헨,"스릴러,드라마,범죄",163,12세 이상 관람가,2006-02-10,4861581300,763078,164,13142,미국,미국,씨제이엔터테인먼트,20060016,0
미녀는 괴로워,"멜로/로맨스,코미디",120,12세 이상 관람가,2006-12-14,36292848900,6081480,418,87141,한국,한국,(주)쇼박스,20060387,0
미녀와 야수,"멜로/로맨스,판타지,뮤지컬",129,전체 관람가,2017-03-16,41986743179,5119852,1627,139909,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,20164721,0
미니언즈,애니메이션,91,전체 관람가,2015-07-29,18998046278,2625599,792,41946,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20145361,0
미션 임파서블: 로그네이션,"액션,스릴러,어드벤처",131,15세 이상 관람가,2015-07-30,48547353607,6126488,1202,89683,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,20157881,0
미션 임파서블 3,액션,124,12세 이상 관람가,2006-05-03,32154883400,5127003,441,72573,미국,미국,UIP코리아,20060107,0
미션임파서블:고스트프로토콜,액션,132,15세 이상 관람가,2011-12-15,57302548500,7508976,1024,114771,미국,미국,씨제이이앤엠(주),20112207,0
미스 페레그린과 이상한 아이들의 집,"미스터리,판타지",127,12세 이상 관람가,2016-09-28,21841214586,2718158,904,70451,미국,"미국,벨기에,영국",이십세기폭스코리아(주),20164501,0
미스터 & 미세스 스미스,"멜로/로맨스,액션,어드벤처,스릴러",120,12세 이상 관람가,2005-06-16,18900071500,2963193,302,45087,미국,미국,이십세기폭스필름코퍼레이션,20050113,0
미스터 고,"코미디,드라마",132,12세 이상 관람가,2013-07-17,9337976000,1328888,840,38263,한국,"한국,중국",(주)쇼박스,20124082,0
미스터 소크라테스,액션,109,15세 이상 관람가,2005-11-10,6765653000,1066103,205,22921,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20050280,0
미쓰 와이프,코미디,125,15세 이상 관람가,2015-08-13,7387086869,988451,437,28864,한국,한국,메가박스(주)플러스엠,20143513,0
미씽: 사라진 여자,미스터리,100,15세 이상 관람가,2016-11-30,8881616256,1153109,790,40617,한국,한국,메가박스(주)플러스엠,20153741,0
미이라 3:황제의 무덤,"액션,어드벤처,판타지",111,12세 이상 관람가,2008-07-30,26217311000,4090885,634,64779,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20080996,0
미인도,"사극,드라마,멜로/로맨스",108,청소년 관람불가,2008-11-13,15652272500,2341521,450,69444,한국,한국,씨제이엔터테인먼트,20081611,0
밀양,드라마,141,15세 이상 관람가,2007-05-23,10266199000,1603799,305,41425,한국,한국,(주)시네마서비스,20070115,0
밀정,액션,140,15세 이상 관람가,2016-09-07,61269783831,7500420,1444,138161,한국,한국,워너브러더스 코리아(주),20159646,0
바람과 함께 사라지다,"코미디,사극",121,12세 이상 관람가,2012-08-08,34614661161,4909937,694,78591,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20124067,0
바람의 파이터,액션,120,12세 이상 관람가,2004-08-12,9158945500,1442299,110,15895,한국,한국,영화사청어람(주),20040596,0
바람피기 좋은 날,"드라마,멜로/로맨스,코미디",103,청소년 관람불가,2007-02-08,10738188900,1708973,372,39986,한국,한국,(주)시네마서비스,20060421,0
바르게 살자,"코미디,드라마",102,15세 이상 관람가,2007-10-18,13944930000,2135606,372,55993,한국,한국,씨제이엔터테인먼트,20070434,0
바보,드라마,99,12세 이상 관람가,2008-02-28,6306816500,967654,264,33564,한국,한국,씨제이엔터테인먼트,20072151,0
박물관이 살아있다!,"코미디,어드벤처",108,전체 관람가,2006-12-21,24401542200,4245247,345,56526,미국,미국,이십세기폭스코리아(주),20060319,0
박물관이 살아있다 : 비밀의 무덤,"어드벤처,코미디,가족",98,전체 관람가,2015-01-14,8170784606,1101678,500,30146,미국,"미국,영국",이십세기폭스코리아(주),20143541,0
박물관이 살아있다 2,"어드벤처,코미디,액션",104,전체 관람가,2009-06-04,12399745500,1972440,569,53628,미국,미국,이십세기폭스코리아(주),20090282,0
박수건달,코미디,128,15세 이상 관람가,2013-01-09,28343986569,3893216,603,60585,한국,한국,(주)쇼박스,20124935,0
박수칠 때 떠나라,"드라마,코미디,미스터리",115,12세 이상 관람가,2005-08-11,13181626500,2073641,237,32149,한국,한국,(주)시네마서비스,20050178,0
박쥐,"공포(호러),드라마",133,청소년 관람불가,2009-04-30,14835490500,2205600,499,45395,한국,"한국,미국,호주",씨제이엔터테인먼트,20081003,0
반 헬싱,액션,125,12세 이상 관람가,2004-07-30,5586373000,872828,98,9790,미국,미국,(주)스튜디오이쩜영,20040580,0
반창꼬,멜로/로맨스,120,15세 이상 관람가,2012-12-19,12459852719,1730535,466,26039,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20124399,0
방가? 방가!,"코미디,드라마",110,12세 이상 관람가,2010-09-30,7013842000,972431,312,41556,한국,한국,(주)시너지하우스 (시너지),20100835,0
방과후 옥상,코미디,103,12세 이상 관람가,2006-03-16,4817252500,773042,173,20063,한국,한국,(주)시네마서비스,20060046,0
방자전,"사극,코미디,멜로/로맨스",124,청소년 관람불가,2010-06-02,22490024000,2985483,495,67562,한국,한국,씨제이엔터테인먼트,20090927,0
방황하는 칼날,"범죄,스릴러",122,청소년 관람불가,2014-04-10,7828891800,989906,594,38850,한국,한국,씨제이이앤엠(주),20129787,0
배트맨 대 슈퍼맨: 저스티스의 시작,"액션,어드벤처,판타지",151,12세 이상 관람가,2016-03-24,18906246428,2256913,1709,95669,미국,미국,워너브러더스 코리아(주),20152781,0
배트맨 비긴즈,"범죄,액션,판타지",134,12세 이상 관람가,2005-06-24,5552226000,869244,228,20099,미국,미국,워너브러더스 코리아(주),20050112,0
배틀쉽,"SF,액션",131,12세 이상 관람가,2012-04-11,16545921500,2241687,736,53109,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20112134,0
백야행,"멜로/로맨스,미스터리,범죄,스릴러",135,청소년 관람불가,2009-11-19,7120680000,949770,387,30346,한국,한국,(주)시네마서비스,20090305,0
밴티지 포인트,"스릴러,드라마,액션",90,15세 이상 관람가,2008-02-28,6679552000,1007729,289,35545,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20080032,0
범죄와의 전쟁: 나쁜놈들 전성시대,"범죄,드라마",133,청소년 관람불가,2012-02-02,36538823500,4719872,713,91889,한국,한국,(주)쇼박스,20113557,0
범죄의 재구성,스릴러,116,15세 이상 관람가,2004-04-15,6132904000,942198,73,11397,한국,한국,(주)쇼박스,20040487,0
베를린,액션,120,15세 이상 관람가,2013-01-30,52355568637,7166290,894,111744,한국,한국,씨제이이앤엠(주),20124083,0
베스트셀러,"미스터리,스릴러,드라마",117,15세 이상 관람가,2010-04-15,7983184500,1081752,308,41064,한국,한국,(주)시너지하우스 (시너지),20100131,0
